clue_id,puzzle_id
461068,39
461069,39
461070,39
461071,39
461072,39
461073,39
461074,39
456849,40
456850,40
456851,40
456852,40
456853,40
456854,40
456855,40
456856,40
456857,40
456858,40
456859,40
456860,40
456861,40
456862,40
456863,40
456864,40
456865,40
456866,40
456867,40
456868,40
456869,40
456870,40
456871,40
456872,40
456873,40
456874,40
456875,40
456876,40
475221,41
475222,41
475223,41
475224,41
475225,41
475226,41
475227,41
475228,41
475229,41
475230,41
475231,41
475232,41
475233,41
475234,41
475235,41
475236,41
475237,41
475238,41
475239,41
475240,41
475241,41
475242,41
475243,41
475244,41
475245,41
475246,41
475247,41
471274,42
471275,42
471276,42
471277,42
471278,42
471279,42
471280,42
471281,42
471282,42
471283,42
471284,42
471285,42
471286,42
471287,42
471288,42
471289,42
471290,42
471291,42
471292,42
471293,42
471294,42
471295,42
471296,42
471297,42
471298,42
471299,42
471300,42
471301,42
463718,43
463719,43
463720,43
463721,43
463722,43
463723,43
463724,43
463725,43
463726,43
463727,43
463728,43
463729,43
463730,43
463731,43
463732,43
463733,43
463734,43
463735,43
463736,43
463737,43
463738,43
463739,43
463740,43
463741,43
463742,43
463743,43
463744,43
463745,43
459215,44
459216,44
459217,44
459218,44
459219,44
459220,44
459221,44
459222,44
459223,44
459224,44
459225,44
459226,44
459227,44
459228,44
459229,44
459230,44
459231,44
459232,44
459233,44
459234,44
459235,44
459236,44
459237,44
459238,44
459239,44
459240,44
459241,44
459242,44
458145,45
458146,45
458147,45
458148,45
458149,45
458150,45
458151,45
458152,45
458153,45
458154,45
458155,45
458156,45
458157,45
458158,45
458159,45
458160,45
458161,45
458162,45
458163,45
458164,45
458165,45
458166,45
458167,45
458168,45
458169,45
458170,45
466639,46
466640,46
466641,46
466642,46
466643,46
466644,46
466645,46
466646,46
466647,46
466648,46
466649,46
466650,46
466651,46
466652,46
466653,46
466654,46
466655,46
466656,46
466657,46
466658,46
466659,46
466660,46
466661,46
466662,46
466663,46
466664,46
466665,46
466666,46
466667,46
466668,46
466669,46
466670,46
474921,47
474922,47
474923,47
474924,47
474925,47
474926,47
474927,47
474928,47
474929,47
474930,47
474931,47
474932,47
474933,47
474934,47
474935,47
474936,47
474937,47
474938,47
474939,47
474940,47
474941,47
474942,47
474943,47
474944,47
474945,47
474946,47
474947,47
474948,47
474949,47
474950,47
474951,47
474952,47
464843,48
464844,48
464845,48
464846,48
464847,48
464848,48
464849,48
464850,48
464851,48
464852,48
464853,48
464854,48
464855,48
464856,48
464857,48
464858,48
464859,48
464860,48
464861,48
464862,48
464863,48
464864,48
464865,48
464866,48
464867,48
464868,48
464869,48
464870,48
457334,49
457335,49
457336,49
457337,49
457338,49
457339,49
457340,49
457341,49
457342,49
457343,49
457344,49
457345,49
457346,49
457347,49
457348,49
457349,49
457350,49
457351,49
457352,49
457353,49
457354,49
457355,49
457356,49
457357,49
457358,49
457359,49
457360,49
455181,50
455182,50
455183,50
455184,50
455185,50
455186,50
455187,50
455188,50
455189,50
455190,50
455191,50
455192,50
455193,50
455194,50
455195,50
455196,50
455197,50
455198,50
455199,50
455200,50
455201,50
455202,50
455203,50
455204,50
455205,50
455206,50
455207,50
455208,50
455209,50
477215,51
477216,51
477217,51
477218,51
477219,51
477220,51
477221,51
477222,51
477223,51
477224,51
477225,51
477226,51
477227,51
477228,51
477229,51
477230,51
477231,51
477232,51
477233,51
477234,51
477235,51
477236,51
477237,51
477238,51
477239,51
477240,51
477241,51
477242,51
477243,51
476603,52
476604,52
476605,52
476606,52
476607,52
476608,52
476609,52
476610,52
476611,52
476612,52
476613,52
476614,52
476615,52
476616,52
476617,52
476618,52
476619,52
476620,52
476621,52
476622,52
476623,52
476624,52
476625,52
476626,52
476627,52
476628,52
476629,52
476630,52
476631,52
476632,52
476633,52
476634,52
466671,53
466672,53
466673,53
466674,53
466675,53
466676,53
466677,53
466678,53
466679,53
466680,53
466681,53
466682,53
466683,53
466684,53
466685,53
466686,53
466687,53
466688,53
466689,53
466690,53
466691,53
466692,53
466693,53
466694,53
466695,53
466696,53
466697,53
466698,53
457726,54
457727,54
457728,54
457729,54
457730,54
457731,54
457732,54
457733,54
457734,54
457735,54
457736,54
457737,54
457738,54
457739,54
457740,54
457741,54
457742,54
457743,54
457744,54
457745,54
457746,54
457747,54
457748,54
457749,54
457750,54
457751,54
457752,54
457753,54
457754,54
457755,54
457756,54
457757,54
464273,55
464274,55
464275,55
464276,55
464277,55
464278,55
464279,55
464280,55
464281,55
464282,55
464283,55
464284,55
464285,55
464286,55
464287,55
464288,55
464289,55
464290,55
464291,55
464292,55
464293,55
464294,55
464295,55
464296,55
464297,55
464298,55
464299,55
464300,55
464301,55
458031,56
458032,56
458033,56
458034,56
458035,56
458036,56
458037,56
458038,56
458039,56
458040,56
458041,56
458042,56
458043,56
458044,56
458045,56
458046,56
458047,56
458048,56
458049,56
458050,56
458051,56
458052,56
458053,56
458054,56
458055,56
458056,56
458057,56
458058,56
482626,57
482627,57
482628,57
482629,57
482630,57
482631,57
482632,57
482633,57
482634,57
482635,57
482636,57
482637,57
482638,57
482639,57
482640,57
482641,57
482642,57
482643,57
482644,57
482645,57
482646,57
482647,57
482648,57
482649,57
482650,57
482651,57
482652,57
482653,57
474864,58
474865,58
474866,58
474867,58
474868,58
474869,58
474870,58
474871,58
474872,58
474873,58
474874,58
474875,58
474876,58
474877,58
474878,58
474879,58
474880,58
474881,58
474882,58
474883,58
474884,58
474885,58
474886,58
474887,58
474888,58
474889,58
474890,58
474891,58
474892,58
469386,59
469387,59
469388,59
469389,59
469390,59
469391,59
469392,59
469393,59
469394,59
469395,59
469396,59
469397,59
469398,59
469399,59
469400,59
469401,59
469402,59
469403,59
469404,59
469405,59
469406,59
469407,59
469408,59
469409,59
469410,59
469411,59
469412,59
469413,59
469414,59
469415,59
469416,59
469417,59
459034,60
459035,60
459036,60
459037,60
459038,60
459039,60
459040,60
459041,60
459042,60
459043,60
459044,60
459045,60
459046,60
459047,60
459048,60
459049,60
459050,60
459051,60
459052,60
459053,60
459054,60
459055,60
459056,60
459057,60
459058,60
459059,60
459060,60
459061,60
459062,60
459063,60
482948,61
482949,61
482950,61
482951,61
482952,61
482953,61
482954,61
482955,61
482956,61
482957,61
482958,61
482959,61
482960,61
482961,61
482962,61
482963,61
482964,61
482965,61
482966,61
482967,61
482968,61
482969,61
482970,61
482971,61
482972,61
482973,61
482974,61
482975,61
459624,62
459625,62
459626,62
459627,62
459628,62
459629,62
459630,62
459631,62
459632,62
459633,62
459634,62
459635,62
459636,62
459637,62
459638,62
459639,62
459640,62
459641,62
459642,62
459643,62
459644,62
459645,62
459646,62
459647,62
459648,62
459649,62
459650,62
459651,62
467611,63
467612,63
467613,63
467614,63
467615,63
467616,63
467617,63
467618,63
467619,63
467620,63
467621,63
467622,63
467623,63
467624,63
467625,63
467626,63
467627,63
467628,63
467629,63
467630,63
467631,63
467632,63
467633,63
467634,63
467635,63
467636,63
467637,63
467638,63
467639,63
467640,63
467641,63
467642,63
457758,64
457759,64
457760,64
457761,64
457762,64
457763,64
457764,64
457765,64
457766,64
457767,64
457768,64
457769,64
457770,64
457771,64
457772,64
457773,64
457774,64
457775,64
457776,64
457777,64
457778,64
457779,64
457780,64
457781,64
457782,64
457783,64
457784,64
454052,65
454053,65
454054,65
454055,65
454056,65
454057,65
454058,65
454059,65
454060,65
454061,65
454062,65
454063,65
454064,65
454065,65
454066,65
454067,65
454068,65
454069,65
454070,65
454071,65
454072,65
454073,65
454074,65
454075,65
454076,65
454077,65
454078,65
454079,65
468513,66
468514,66
468515,66
468516,66
468517,66
468518,66
468519,66
468520,66
468521,66
468522,66
468523,66
468524,66
468525,66
468526,66
468527,66
468528,66
468529,66
468530,66
468531,66
468532,66
468533,66
468534,66
468535,66
468536,66
468537,66
468538,66
468539,66
468540,66
468541,66
468542,66
468543,66
468544,66
476393,67
476394,67
476395,67
476396,67
476397,67
476398,67
476399,67
476400,67
476401,67
476402,67
476403,67
476404,67
476405,67
476406,67
476407,67
476408,67
476409,67
476410,67
476411,67
476412,67
476413,67
476414,67
476415,67
476416,67
476417,67
476418,67
476419,67
476420,67
476421,67
476422,67
466281,68
466282,68
466283,68
466284,68
466285,68
466286,68
466287,68
466288,68
466289,68
466290,68
466291,68
466292,68
466293,68
466294,68
466295,68
466296,68
466297,68
466298,68
466299,68
466300,68
466301,68
466302,68
466303,68
466304,68
466305,68
466306,68
466307,68
466308,68
466309,68
466310,68
461140,69
461141,69
461142,69
461143,69
461144,69
461145,69
461146,69
461147,69
461148,69
461149,69
461150,69
461151,69
461152,69
461153,69
461154,69
461155,69
461156,69
461157,69
461158,69
461159,69
461160,69
461161,69
461162,69
461163,69
461164,69
461165,69
461166,69
461167,69
475788,70
475789,70
475790,70
475791,70
475792,70
475793,70
475794,70
475795,70
475796,70
475797,70
475798,70
475799,70
475800,70
475801,70
475802,70
475803,70
475804,70
475805,70
475806,70
475807,70
475808,70
475809,70
475810,70
475811,70
475812,70
475813,70
475814,70
475815,70
475816,70
475817,70
474982,71
474983,71
474984,71
474985,71
474986,71
474987,71
474988,71
474989,71
474990,71
474991,71
474992,71
474993,71
474994,71
474995,71
474996,71
474997,71
474998,71
474999,71
475000,71
475001,71
475002,71
475003,71
475004,71
475005,71
475006,71
475007,71
475008,71
475009,71
475010,71
475011,71
475012,71
475013,71
476543,72
476544,72
476545,72
476546,72
476547,72
476548,72
476549,72
476550,72
476551,72
476552,72
476553,72
476554,72
476555,72
476556,72
476557,72
476558,72
476559,72
476560,72
476561,72
476562,72
476563,72
476564,72
476565,72
476566,72
476567,72
476568,72
476569,72
476570,72
476571,72
476572,72
463978,73
463979,73
463980,73
463981,73
463982,73
463983,73
463984,73
463985,73
463986,73
463987,73
463988,73
463989,73
463990,73
463991,73
463992,73
463993,73
463994,73
463995,73
463996,73
463997,73
463998,73
463999,73
464000,73
464001,73
464002,73
464003,73
464004,73
464005,73
483446,74
483447,74
483448,74
483449,74
483450,74
483451,74
483452,74
483453,74
483454,74
483455,74
483456,74
483457,74
483458,74
483459,74
483460,74
483461,74
483462,74
483463,74
483464,74
483465,74
483466,74
483467,74
483468,74
483469,74
483470,74
483471,74
483472,74
483473,74
483474,74
469119,75
469120,75
469121,75
469122,75
469123,75
469124,75
469125,75
469126,75
469127,75
469128,75
469129,75
469130,75
469131,75
469132,75
469133,75
469134,75
469135,75
469136,75
469137,75
469138,75
469139,75
469140,75
469141,75
469142,75
469143,75
469144,75
469145,75
469146,75
469147,75
469148,75
458770,76
458771,76
458772,76
458773,76
458774,76
458775,76
458776,76
458777,76
458778,76
458779,76
458780,76
458781,76
458782,76
458783,76
458784,76
458785,76
458786,76
458787,76
458788,76
458789,76
458790,76
458791,76
458792,76
458793,76
458794,76
458795,76
458796,76
458797,76
458798,76
458799,76
458800,76
458801,76
478795,77
478796,77
478797,77
478798,77
478799,77
478800,77
478801,77
478802,77
478803,77
478804,77
478805,77
478806,77
478807,77
478808,77
478809,77
478810,77
478811,77
478812,77
478813,77
478814,77
478815,77
478816,77
478817,77
478818,77
478819,77
478820,77
478821,77
478822,77
458499,78
458500,78
458501,78
458502,78
458503,78
458504,78
458505,78
458506,78
458507,78
458508,78
458509,78
458510,78
458511,78
458512,78
458513,78
458514,78
458515,78
458516,78
458517,78
458518,78
458519,78
458520,78
458521,78
458522,78
458523,78
458524,78
458525,78
458526,78
458527,78
458528,78
466726,79
466727,79
466728,79
466729,79
466730,79
466731,79
466732,79
466733,79
466734,79
466735,79
466736,79
466737,79
466738,79
466739,79
466740,79
466741,79
466742,79
466743,79
466744,79
466745,79
466746,79
466747,79
466748,79
466749,79
466750,79
466751,79
466752,79
466753,79
477186,80
477187,80
477188,80
477189,80
477190,80
477191,80
477192,80
477193,80
477194,80
477195,80
477196,80
477197,80
477198,80
477199,80
477200,80
477201,80
477202,80
477203,80
477204,80
477205,80
477206,80
477207,80
477208,80
477209,80
477210,80
477211,80
477212,80
477213,80
477214,80
472752,81
472753,81
472754,81
472755,81
472756,81
472757,81
472758,81
472759,81
472760,81
472761,81
472762,81
472763,81
472764,81
472765,81
472766,81
472767,81
472768,81
472769,81
472770,81
472771,81
472772,81
472773,81
472774,81
472775,81
472776,81
472777,81
472778,81
472779,81
460487,82
460488,82
460489,82
460490,82
460491,82
460492,82
460493,82
460494,82
460495,82
460496,82
460497,82
460498,82
460499,82
460500,82
460501,82
460502,82
460503,82
460504,82
460505,82
460506,82
460507,82
460508,82
460509,82
460510,82
460511,82
460512,82
460513,82
460514,82
460515,82
460516,82
460517,82
460518,82
470464,83
470465,83
470466,83
470467,83
470468,83
470469,83
470470,83
470471,83
470472,83
470473,83
470474,83
470475,83
470476,83
470477,83
470478,83
470479,83
470480,83
470481,83
470482,83
470483,83
470484,83
470485,83
470486,83
470487,83
470488,83
470489,83
470490,83
470491,83
471753,84
471754,84
471755,84
471756,84
471757,84
471758,84
471759,84
471760,84
471761,84
471762,84
471763,84
471764,84
471765,84
471766,84
471767,84
471768,84
471769,84
471770,84
471771,84
471772,84
471773,84
471774,84
471775,84
471776,84
471777,84
471778,84
471779,84
471780,84
471781,84
471782,84
458059,85
458060,85
458061,85
458062,85
458063,85
458064,85
458065,85
458066,85
458067,85
458068,85
458069,85
458070,85
458071,85
458072,85
458073,85
458074,85
458075,85
458076,85
458077,85
458078,85
458079,85
458080,85
458081,85
458082,85
458083,85
458084,85
458085,85
458086,85
453127,86
453128,86
453129,86
453130,86
453131,86
453132,86
453133,86
453134,86
453135,86
453136,86
453137,86
453138,86
453139,86
453140,86
453141,86
453142,86
453143,86
453144,86
453145,86
453146,86
453147,86
453148,86
453149,86
453150,86
453151,86
453152,86
453153,86
453154,86
460157,87
460158,87
460159,87
460160,87
460161,87
460162,87
460163,87
460164,87
460165,87
460166,87
460167,87
460168,87
460169,87
460170,87
460171,87
460172,87
460173,87
460174,87
460175,87
460176,87
460177,87
460178,87
460179,87
460180,87
460181,87
460182,87
460183,87
460184,87
477571,88
477572,88
477573,88
477574,88
477575,88
477576,88
477577,88
477578,88
477579,88
477580,88
477581,88
477582,88
477583,88
477584,88
477585,88
477586,88
477587,88
477588,88
477589,88
477590,88
477591,88
477592,88
477593,88
477594,88
477595,88
477596,88
477597,88
477598,88
461615,89
461616,89
461617,89
461618,89
461619,89
461620,89
461621,89
461622,89
461623,89
461624,89
461625,89
461626,89
461627,89
461628,89
461629,89
461630,89
461631,89
461632,89
461633,89
461634,89
461635,89
461636,89
461637,89
461638,89
461639,89
461640,89
461641,89
461642,89
461643,89
461644,89
461645,89
461646,89
454555,90
454556,90
454557,90
454558,90
454559,90
454560,90
454561,90
454562,90
454563,90
454564,90
454565,90
454566,90
454567,90
454568,90
454569,90
454570,90
454571,90
454572,90
454573,90
454574,90
454575,90
454576,90
454577,90
454578,90
454579,90
454580,90
454581,90
454582,90
454583,90
454584,90
462203,91
462204,91
462205,91
462206,91
462207,91
462208,91
462209,91
462210,91
462211,91
462212,91
462213,91
462214,91
462215,91
462216,91
462217,91
462218,91
462219,91
462220,91
462221,91
462222,91
462223,91
462224,91
462225,91
462226,91
462227,91
462228,91
462229,91
462230,91
462231,91
465526,92
465527,92
465528,92
465529,92
465530,92
465531,92
465532,92
465533,92
465534,92
465535,92
465536,92
465537,92
465538,92
465539,92
465540,92
465541,92
465542,92
465543,92
465544,92
465545,92
465546,92
465547,92
465548,92
465549,92
465550,92
465551,92
465552,92
465553,92
465554,92
465555,92
479748,93
479749,93
479750,93
479751,93
479752,93
479753,93
479754,93
479755,93
479756,93
479757,93
479758,93
479759,93
479760,93
479761,93
479762,93
479763,93
479764,93
479765,93
479766,93
479767,93
479768,93
479769,93
479770,93
479771,93
479772,93
479773,93
479774,93
479775,93
479776,93
479777,93
479778,93
479779,93
475342,94
475343,94
475344,94
475345,94
475346,94
475347,94
475348,94
475349,94
475350,94
475351,94
475352,94
475353,94
475354,94
475355,94
475356,94
475357,94
475358,94
475359,94
475360,94
475361,94
475362,94
475363,94
475364,94
475365,94
475366,94
475367,94
475368,94
475369,94
475370,94
483274,95
483275,95
483276,95
483277,95
483278,95
483279,95
483280,95
483281,95
483282,95
483283,95
483284,95
483285,95
483286,95
483287,95
483288,95
483289,95
